2	0.14335408373134229
3	0.12538030499134123
4	0.1114114974602269
5	0.1002432471814575
6	0.09111007719270145
7	0.08350218653200545
8	0.07706692941642156
9	0.07155259094081892
10	0.0667746889380315
11	0.0625949318356078
12	0.05890761376724532
13	0.05563055076888924
14	0.052698882888873
15	0.05006073792369854
16	0.04767413551970495
17	0.04550473654296453
18	0.0435241801901602
19	0.04170883724249334
20	0.04003886282936632
21	0.038497467989263894
22	0.03707035325160703
23	0.035745263699203327
24	0.034511492919875736
25	0.03336031703984218
26	0.03228333475723506
27	0.03127371494844945
28	0.030325329245893016
29	0.029432770781327777
30	0.028591251043024388
31	0.027796513934985556
32	0.027044763781657415
33	0.02633260470758209
34	0.025656989349063318
35	0.025015175263752812
36	0.02440468772309865
37	0.023823287823231176
38	0.023268945048005134
39	0.022739813575509783
40	0.02223421174541503
41	0.021750604205903825
42	0.021287586340896506
43	0.020843870644856655
44	0.020418274766814935
45	0.02000971098980638
46	0.01961717694860976
47	0.019239747419016795
48	0.018876567037041953
49	0.018526843827462947
50	0.018189843438584763
